50
5
1
135 0 -40 0 0 0 0 -63 -13 0 0 0 0 0 0 0 -29 -59 0 0 0 0 0 0 0 0 0 0 0 0 0 -47 -3 -42 0 -56 0 0 0 -71 -31 0 0 -75 0 0 -10 0 -10 0
0 81 0 0 0 0 -51 0 0 0 0 0 0 -1 0 0 -1 -28 0 0 -24 -52 0 -79 0 -23 0 0 0 0 0 0 0 -53 0 0 -35 0 0 -36 0 -80 0 0 0 0 -9 -49 -62 0
-40 0 99 -31 0 0 -53 0 0 0 0 0 0 -64 0 0 0 0 -80 0 0 0 -67 -77 0 0 0 0 -68 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -25
0 0 -31 148 0 0 0 0 0 -59 0 0 0 0 0 0 0 0 0 -5 0 -70 0 0 0 -30 0 0 0 0 0 0 -11 0 0 0 0 0 0 0 -30 0 0 0 0 0 0 0 0 0
0 0 0 0 172 0 -20 0 0 0 0 0 0 0 0 0 0 0 0 -3 0 -66 0 0 0 0 0 0 -19 0 0 -15 0 -64 0 0 0 0 0 0 0 0 -22 0 0 0 0 0 0 0
0 0 0 0 0 185 -72 0 0 0 0 -11 0 0 0 -5 0 0 0 0 0 0 -45 0 0 0 0 0 0 0 0 0 -46 0 0 -36 0 0 0 0 0 0 -57 0 0 0 0 0 0 -78
0 -51 -53 0 -20 -72 166 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -79 0 0 0 -72 0 -2 0 0 0 0 0 0 0 -79 0 0 -16 -40 0 0 0 -14 0 0 0
-63 0 0 0 0 0 0 194 0 0 -32 0 0 -6 0 -46 0 0 0 -36 -63 0 0 0 0 0 0 0 0 0 -76 0 0 0 0 0 0 0 -75 0 0 0 -77 0 -53 0 0 -39 0 0
-13 0 0 0 0 0 0 0 136 -10 0 0 0 -38 0 -55 0 0 -20 0 0 0 0 0 0 -45 -20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2 0 0 0 0
0 0 0 -59 0 0 0 0 -10 131 0 0 -12 0 0 0 0 0 -75 0 0 0 0 0 -26 0 0 0 -23 -30 0 -40 0 0 0 -5 -36 -66 0 -28 0 0 0 0 -27 0 -46 0 0 0
0 0 0 0 0 0 0 -32 0 0 89 0 0 0 -48 0 0 0 0 0 0 0 0 0 -73 0 0 0 0 0 -77 0 0 0 0 -60 0 0 -28 -40 0 -4 0 0 0 0 0 0 0 0
0 0 0 0 0 -11 0 0 0 0 0 153 0 0 0 0 0 0 0 -24 0 -75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -51 -69 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 -12 0 0 167 0 0 0 0 0 0 0 -9 0 0 0 -40 0 0 0 0 0 0 0 0 -45 0 0 0 -2 -50 0 0 0 0 0 0 -5 0 -35 0 -19
0 -1 -64 0 0 0 0 -6 -38 0 0 0 0 130 -23 0 -57 0 0 0 -5 0 0 0 -37 0 0 0 0 0 0 0 0 -22 0 0 0 0 0 -26 0 0 0 -69 -21 0 -22 0 0 0
0 0 0 0 0 0 0 0 0 0 -48 0 0 -23 137 0 0 -3 0 0 0 0 0 0 0 0 0 -46 -79 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 -5 0 -46 -55 0 0 0 0 0 0 175 -22 0 0 -43 0 0 0 0 -67 0 0 0 0 0 -18 0 0 0 0 0 -29 0 0 0 0 0 0 -47 0 0 0 -48 0 0
-29 -1 0 0 0 0 0 0 0 0 0 0 0 -57 0 -22 153 0 -69 0 0 0 -56 0 0 0 0 -42 -23 0 0 0 0 -48 0 0 0 0 0 0 0 0 -43 -26 -3 0 -20 0 0 -50
-59 -28 0 0 0 0 0 0 0 0 0 0 0 0 -3 0 0 181 -21 0 0 0 0 0 0 0 -17 0 0 0 0 -69 0 0 0 -15 0 0 0 0 -70 0 -79 0 0 0 0 0 -69 -56
0 0 -80 0 0 0 0 0 -20 -75 0 0 0 0 0 0 -69 -21 122 0 0 0 0 0 0 0 0 0 0 0 0 0 -39 -7 0 -9 -46 0 0 0 0 0 0 -51 0 -8 -55 0 0 0
0 0 0 -5 -3 0 0 -36 0 0 0 -24 0 0 0 -43 0 0 0 146 0 0 0 0 0 0 0 0 -62 0 0 0 -12 -7 0 0 0 0 0 0 0 0 0 0 0 -51 0 0 0 -50
0 -24 0 0 0 0 0 -63 0 0 0 0 -9 -5 0 0 0 0 0 0 198 0 0 0 0 0 -2 0 0 -41 0 0 0 0 0 -23 0 0 0 -59 0 0 0 0 0 0 0 -36 0 0
0 -52 0 -70 -66 0 0 0 0 0 0 -75 0 0 0 0 0 0 0 0 0 115 0 0 0 0 -28 0 0 0 0 0 -63 0 -55 0 -42 0 0 -24 0 -77 -58 0 -55 0 -62 0 -26 0
0 0 -67 0 0 -45 0 0 0 0 0 0 0 0 0 0 -56 0 0 0 0 0 128 0 0 -78 0 0 0 0 0 0 0 0 0 -73 0 0 0 0 -23 0 -60 0 -7 0 -4 -11 0 0
0 -79 -77 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 159 0 0 0 -9 0 0 0 0 -68 0 0 -68 0 0 0 0 0 0 0 0 0 -26 -16 0 0 0
0 0 0 0 0 0 -79 0 0 -26 -73 0 -40 -37 0 -67 0 0 0 0 0 0 0 0 88 -43 0 0 0 -2 0 0 0 0 0 0 -45 0 0 -77 0 0 -56 0 0 0 0 0 0 0
0 -23 0 -30 0 0 0 0 -45 0 0 0 0 0 0 0 0 0 0 0 0 0 -78 0 -43 193 -50 0 0 0 0 0 0 0 0 -20 0 -74 0 0 0 0 0 0 0 0 -43 0 0 -57
0 0 0 0 0 0 0 0 -20 0 0 0 0 0 0 0 0 -17 0 0 -2 -28 0 0 0 -50 146 0 0 0 0 -62 0 -11 0 0 0 0 -61 0 0 -29 0 0 -16 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 -46 0 -42 0 0 0 0 0 0 -9 0 0 0 136 0 0 -73 0 0 0 0 0 -30 0 0 0 0 0 0 0 0 -41 0 0 0 0
0 0 -68 0 -19 0 -72 0 0 -23 0 0 0 0 -79 0 -23 0 0 -62 0 0 0 0 0 0 0 0 92 0 0 0 0 0 0 0 0 0 0 0 0 0 -23 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 -30 0 0 0 0 0 0 0 0 0 0 -41 0 0 0 -2 0 0 0 0 128 0 0 0 0 0 0 -30 0 0 0 0 0 0 -29 0 0 0 -78 -25 0
0 0 0 0 0 0 -2 -76 0 0 -77 0 0 0 0 -18 0 0 0 0 0 0 0 0 0 0 0 -73 0 0 108 0 0 0 0 0 0 -75 0 0 0 0 -58 -80 0 0 0 0 0 0
-47 0 0 0 -15 0 0 0 0 -40 0 0 0 0 0 0 0 -69 0 0 0 0 0 0 0 0 -62 0 0 0 0 141 0 -51 -72 0 -65 0 0 0 0 0 0 0 0 0 0 0 0 0
-3 0 0 -11 0 -46 0 0 0 0 0 0 0 0 0 0 0 0 -39 -12 0 -63 0 -68 0 0 0 0 0 0 0 0 199 0 0 0 0 0 -66 0 0 0 0 -56 0 0 0 0 -52 0
-42 -53 0 0 -64 0 0 0 0 0 0 0 -45 -22 0 0 -48 0 -7 -7 0 0 0 0 0 0 -11 0 0 0 0 -51 0 126 0 -51 0 0 0 0 0 0 0 -54 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -55 0 0 0 0 0 0 0 0 0 -72 0 0 152 0 0 0 0 0 -50 0 0 0 0 0 0 -25 0 0
-56 0 0 0 0 -36 0 0 0 -5 -60 0 0 0 0 0 0 -15 -9 0 -23 0 -73 -68 0 -20 0 0 0 0 0 0 0 -51 0 192 0 0 0 -77 -43 0 0 0 0 0 0 0 0 0
0 -35 0 0 0 0 0 0 0 -36 0 0 0 0 0 -29 0 0 -46 0 0 -42 0 0 -45 0 0 -30 0 -30 0 -65 0 0 0 0 186 0 0 0 0 0 -48 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 -66 0 -51 -2 0 0 0 0 0 0 0 0 0 0 0 0 -74 0 0 0 0 -75 0 0 0 0 0 0 139 0 0 0 0 0 0 -64 -9 0 0 0 -43
0 0 0 0 0 0 -79 -75 0 0 -28 -69 -50 0 0 0 0 0 0 0 0 0 0 0 0 0 -61 0 0 0 0 0 -66 0 0 0 0 0 156 0 0 0 0 0 -39 0 0 0 0 0
-71 -36 0 0 0 0 0 0 0 -28 -40 0 0 -26 0 0 0 0 0 0 -59 -24 0 0 -77 0 0 0 0 0 0 0 0 0 0 -77 0 0 0 96 0 0 -61 0 0 0 0 0 -70 -5
