10000 50000
submit 9902 28681
remove 9902
rank 5490
submit 988 46574
submit 7774 8962
remove 988
top_k 1
top_k 1
remove 7774
rank 7870
rank 3940
submit 6595 27765
remove 6595
submit 4318 3435
top_k 1
submit 7876 29645
remove 4318
top_k 1
remove 7876
submit 2105 17867
submit 7306 43501
top_k 1
remove 2105
submit 5931 31157
submit 1783 36184
remove 5931
rank 7065
remove 7306
remove 1783
submit 2810 33392
top_k 1
top_k 1
rank 2377
remove 2810
submit 8900 17908
rank 281
top_k 1
rank 4305
remove 8900
submit 1555 20109
submit 3018 7817
submit 5936 17674
remove 5936
rank 4157
submit 240 3517
submit 6572 6153
submit 4295 20242
remove 1555
submit 3887 17629
submit 4495 34455
remove 4495
rank 7806
top_k 1
top_k 4
top_k 3
rank 5587
rank 3798
remove 4295
submit 3284 49380
rank 132
top_k 2
submit 6898 25342
submit 3172 31893
top_k 6
submit 8543 47536
rank 4819
top_k 3
remove 240
remove 8543
rank 2257
rank 3945
top_k 3
remove 3887
top_k 3
top_k 3
remove 6898
submit 3379 10104
remove 3284
submit 7851 40019
remove 3172
top_k 2
submit 3102 270
submit 6238 34204
rank 232
rank 9986
submit 8598 16629
top_k 7
submit 4962 18740
top_k 4
remove 6572
remove 3379
remove 3102
top_k 3
submit 4104 20058
remove 7851
rank 6773
remove 6238
top_k 1
top_k 3
submit 5187 33903
remove 4962
remove 8598
top_k 1
submit 9978 48179
remove 3018
top_k 1
submit 8427 32227
top_k 3
remove 4104
remove 8427
remove 5187
remove 9978
submit 9599 24135
remove 9599
rank 4786
submit 1630 26989
submit 463 20283
submit 8004 31744
submit 7943 29158
top_k 3
top_k 3
remove 463
top_k 3
rank 4941
rank 9788
submit 3233 11656
rank 7944
top_k 3
submit 3142 47277
submit 6409 22793
submit 5350 11191
top_k 7
submit 5906 44088
rank 9136
submit 5347 8878
rank 5874
submit 3643 9856
remove 3643
rank 5301
remove 8004
top_k 5
submit 3131 2301
remove 5347
submit 6136 4377
submit 6158 19859
remove 7943
top_k 9
rank 969
remove 3233
submit 1137 35756
rank 1083
top_k 8
submit 9881 18424
top_k 3
remove 5350
submit 5326 33958
submit 1536 14950
top_k 5
remove 1630
rank 1271
rank 698
rank 3670
submit 7197 40675
submit 4452 37041
remove 1536
remove 3131
submit 1206 7450
top_k 5
submit 2816 22744
submit 6604 46161
rank 6767
rank 1684
rank 6873
rank 5180
remove 6136
top_k 12
submit 4648 33124
remove 6158
remove 7197
top_k 6
remove 1206
submit 2604 20500
submit 8063 46278
remove 3142
rank 1767
rank 6874
remove 4648
submit 2084 20276
rank 9165
submit 1270 21938
submit 5913 32562
submit 9251 31350
remove 6604
rank 1715
rank 6983
submit 6690 3421
remove 9881
rank 7410
remove 5906
rank 8860
rank 7674
top_k 3
rank 8141
submit 4149 17014
submit 1962 25777
submit 5090 22591
remove 8063
submit 9182 7818
top_k 13
remove 2816
remove 6409
remove 9182
top_k 4
rank 214
submit 6892 36713
rank 5153
submit 4987 28999
top_k 9
submit 2831 21530
top_k 3
rank 4123
submit 8745 36161
remove 5090
submit 7400 20320
remove 5326
submit 6499 644
submit 6275 44892
submit 801 31430
submit 6158 23961
top_k 7
top_k 10
remove 6499
remove 4987
top_k 4
rank 8344
submit 1568 46432
remove 1568
top_k 4
remove 1270
remove 8745
submit 4205 4797
top_k 16
submit 6009 45872
submit 2145 38407
submit 5147 6255
submit 5233 13882
submit 8753 1622
rank 3160
top_k 6
rank 7866
submit 7957 46447
remove 6275
top_k 10
rank 8793
top_k 14
remove 4149
remove 8753
remove 5147
submit 7688 33961
top_k 7
rank 2806
remove 1962
remove 5233
rank 1806
rank 1744
submit 8234 25187
top_k 3
rank 825
remove 4452
top_k 16
remove 1137
submit 9771 36365
submit 9776 43635
top_k 7
submit 5520 25943
submit 7943 4828
rank 5493
submit 6975 14368
remove 7957
remove 4205
rank 1196
rank 4493
submit 2550 13379
submit 3249 806
rank 1300
top_k 17
submit 9916 31559
rank 6888
rank 2696
rank 3628
rank 7350
submit 9450 8523
submit 5279 8316
top_k 16
submit 6399 45447
remove 2604
top_k 2
remove 9776
rank 9959
submit 2733 2699
submit 8102 20385
submit 9696 37928
remove 9251
submit 2696 29422
top_k 3
submit 7668 19250
top_k 12
submit 3783 29255
rank 7503
remove 6690
rank 4838
remove 9916
submit 5259 17199
submit 5405 40633
rank 7461
remove 8234
remove 801
top_k 2
remove 3249
submit 2434 47487
rank 7
submit 7265 20757
submit 2664 46596
submit 5768 33885
submit 5812 41345
rank 7960
remove 5520
remove 7943
remove 2084
rank 7487
remove 9696
top_k 15
submit 7605 34999
remove 2664
remove 2831
submit 5855 38714
remove 3783
remove 6892
remove 6399
submit 9122 8060
remove 5913
remove 6158
rank 1753
remove 9450
remove 2550
submit 9274 6230
remove 2696
top_k 17
submit 5548 39569
submit 5885 15143
rank 7695
rank 5854
submit 9649 46545
rank 2051
rank 5250
submit 7414 40234
submit 3 28897
top_k 9
top_k 1
top_k 18
submit 522 33487
remove 5768
submit 6076 3694
top_k 4
remove 9274
submit 6896 2032
rank 4508
submit 5694 16282
submit 9086 32415
top_k 23
remove 6009
submit 7218 6159
rank 7164
top_k 12
remove 9771
remove 5812
rank 6356
remove 5405
rank 5916
top_k 21
top_k 15
top_k 8
top_k 12
top_k 8
top_k 20
submit 223 22321
rank 1397
submit 6819 13999
remove 223
remove 3
remove 7400
top_k 14
submit 7877 24009
rank 7921
top_k 5
remove 5694
submit 4464 33779
submit 1935 13020
submit 1807 16990
submit 5814 22238
top_k 21
submit 571 19457
submit 8758 12403
rank 9687
top_k 20
submit 4607 16563
remove 571
top_k 10
rank 7913
submit 9985 25593
submit 3542 33543
remove 2434
rank 9941
top_k 10
top_k 13
remove 6896
top_k 14
rank 9273
submit 3659 37573
remove 5259
rank 154
top_k 28
submit 4967 13181
submit 7960 16383
rank 9480
top_k 6
submit 1253 20534
rank 866
submit 9482 22243
submit 2748 22864
submit 6508 43567
rank 9130
submit 188 3836
submit 4139 24204
top_k 24
top_k 3
rank 8606
rank 7864
remove 3659
remove 1253
top_k 9
top_k 30
remove 1807
rank 8209
remove 7605
rank 3325
remove 9482
submit 2417 46698
rank 8564
remove 2748
submit 8116 16678
top_k 8
remove 8102
submit 8613 3802
remove 188
remove 3542
remove 4607
top_k 9
rank 660
submit 5212 17578
submit 5474 2981
rank 8266
top_k 18
rank 4480
rank 6472
remove 7877
top_k 17
submit 1913 32245
top_k 21
submit 8788 22748
submit 3088 36269
submit 134 11982
submit 1287 44717
top_k 3
submit 4310 20102
top_k 1
top_k 11
submit 6540 19808
remove 3088
remove 2733
rank 4441
top_k 26
remove 7688
submit 1014 8735
remove 5474
top_k 14
top_k 36
submit 8109 26365
top_k 10
remove 9985
submit 8739 36630
submit 9455 8263
submit 6680 11016
rank 8813
remove 7668
remove 6076
submit 8016 12217
rank 824
submit 8823 17337
top_k 22
top_k 19
remove 9455
top_k 3
submit 527 26403
top_k 18
rank 1519
remove 8613
top_k 17
rank 4156
submit 5431 27728
top_k 39
rank 3534
rank 5913
top_k 37
submit 7720 19726
remove 1014
submit 9631 33563
submit 9760 47103
submit 807 26201
rank 3178
submit 7043 30081
submit 6832 40534
top_k 9
submit 2469 14421
rank 9580
submit 9756 38086
submit 8527 44762
remove 6680
remove 1913
submit 8618 32539
submit 6296 13900
submit 1126 47677
submit 9604 45489
submit 1934 23904
remove 522
remove 807
top_k 28
submit 8441 45620
remove 134
remove 9760
submit 6339 46749
top_k 7
remove 5431
rank 9815
remove 8527
submit 155 34341
remove 6832
submit 2026 6557
top_k 6
top_k 44
rank 3440
top_k 36
rank 9353
remove 6339
submit 1888 38162
remove 6508
submit 4163 8914
top_k 16
remove 8016
rank 6042
top_k 4
submit 8157 13510
submit 2792 29617
rank 3034
submit 821 22935
rank 6100
submit 2625 18586
rank 2703
submit 2291 37624
remove 9604
remove 155
submit 543 24988
submit 2722 45706
rank 3668
submit 34 19955
submit 5157 15093
submit 4421 2465
rank 1881
rank 8789
remove 2469
top_k 10
top_k 37
rank 7365
top_k 49
remove 2722
rank 6673
remove 1888
remove 2026
rank 5733
rank 1725
rank 4823
submit 6358 32632
submit 5358 46828
rank 8100
remove 8441
rank 9886
top_k 15
remove 7218
remove 4163
top_k 35
remove 5855
submit 4796 962
remove 4421
remove 6358
remove 5358
submit 7378 16618
rank 1575
submit 5845 20363
remove 1934
top_k 27
rank 4412
submit 4415 36485
top_k 45
submit 5436 31112
submit 8580 34455
rank 312
top_k 27
rank 8953
submit 7383 26389
submit 7277 4070
top_k 23
submit 9237 9588
rank 3858
top_k 46
top_k 32
remove 821
submit 8293 1022
top_k 39
rank 3395
submit 4197 6072
remove 2145
rank 1496
top_k 10
submit 5478 42575
rank 5495
remove 7960
rank 3007
rank 6338
remove 8823
top_k 17
top_k 31
submit 8998 24599
rank 1019
submit 6199 37123
submit 4101 14829
rank 6100
submit 3037 25797
submit 1959 36286
top_k 26
remove 543
submit 8953 46905
submit 4186 29265
submit 2596 45199
submit 117 9249
remove 7414
submit 9487 41019
rank 7035
remove 117
submit 7953 4477
rank 7683
submit 7690 5438
submit 8513 10686
top_k 32
submit 9482 6771
submit 3850 31077
submit 9820 33152
submit 4911 24774
top_k 16
rank 829
submit 3575 46414
remove 8788
remove 3575
submit 2212 45281
rank 128
remove 4415
top_k 15
submit 9848 6164
submit 6711 2195
top_k 46
remove 9086
top_k 26
submit 5244 38860
submit 865 24403
top_k 35
submit 8976 21280
top_k 21
rank 5992
remove 9820
submit 318 48478
remove 5157
submit 5901 4450
remove 8580
rank 1126
submit 2013 31984
remove 2596
rank 8175
top_k 17
top_k 35
rank 3164
top_k 18
submit 4452 17444
rank 3607
submit 8953 29271
submit 4205 43313
rank 2795
submit 5704 45316
top_k 47
submit 361 10265
top_k 17
remove 9237
remove 8109
submit 2057 33990
remove 4967
top_k 4
submit 5923 2152
rank 5457
submit 5484 28165
remove 5212
rank 6761
submit 8143 22337
top_k 36
submit 6634 6285
rank 4215
submit 2794 26344
rank 7454
submit 7650 32991
submit 8171 4395
submit 1824 28520
submit 8242 47765
submit 1531 49558
top_k 39
rank 2643
remove 8758
submit 8996 11805
remove 4101
remove 8171
top_k 6
top_k 32
rank 4038
submit 9071 44266
submit 5610 6029
remove 5610
remove 361
rank 3143
top_k 15
top_k 24
submit 9186 20987
rank 6161
remove 5478
submit 3878 8440
remove 4205
remove 5885
remove 7690
submit 9996 35872
remove 7378
submit 6479 30818
top_k 44
rank 6823
remove 5845
remove 6975
remove 8618
top_k 44
submit 7936 4020
remove 4911
remove 8242
remove 1126
remove 2792
remove 527
top_k 18
remove 4310
submit 4965 20355
remove 7936
remove 8157
rank 2399
rank 855
submit 68 910
rank 9442
top_k 26
submit 7325 22948
rank 2182
submit 951 44235
submit 422 36912
remove 6819
rank 1137
submit 4443 4519
rank 8057
submit 6304 6761
submit 7828 28897
top_k 27
submit 201 11626
submit 9757 6402
remove 5814
remove 5279
top_k 44
submit 2047 30385
submit 4503 49529
submit 6534 44823
rank 2218
remove 8998
remove 4796
submit 6750 11322
submit 9506 10196
submit 1869 47868
remove 9757
submit 1481 9067
rank 8568
top_k 34
submit 3691 10522
remove 7828
submit 22 48836
rank 6717
remove 7325
submit 5561 5722
submit 5180 23888
submit 9747 32073
submit 3369 33734
submit 62 47191
submit 6229 41312
submit 5195 20725
top_k 5
submit 1927 43156
top_k 5
top_k 25
remove 8953
submit 2222 15097
submit 2611 4457
submit 1336 19668
submit 2915 23913
rank 4226
rank 4570
rank 8746
submit 5400 48522
remove 7383
submit 9849 46223
remove 422
top_k 43
top_k 43
top_k 26
rank 5090
remove 4452
rank 6650
rank 3280
top_k 33
submit 5556 12558
top_k 47
rank 4694
remove 7720
rank 5778
top_k 15
remove 9849
remove 1927
rank 4507
submit 1101 40461
remove 9996
remove 318
rank 3369
top_k 48
top_k 47
submit 9231 41986
remove 1287
submit 6123 25010
remove 2794
submit 6327 25794
remove 3850
top_k 25
remove 9071
remove 4186
submit 1682 38233
remove 1824
top_k 42
rank 8396
top_k 47
remove 5195
rank 8915
submit 4120 9385
top_k 16
submit 3863 2346
submit 7240 22544
submit 8203 35500
submit 7115 32287
submit 8421 17268
submit 8914 3964
submit 2038 18691
submit 8497 41798
remove 4197
submit 7744 7733
rank 8545
remove 3691
submit 9745 20395
top_k 17
remove 2417
top_k 8
top_k 16
top_k 44
rank 1658
submit 8809 28101
submit 7137 13017
submit 6963 6001
submit 2123 12845
top_k 15
rank 6150
remove 34
submit 3211 43845
rank 669
remove 2047
rank 321
submit 4700 4735
remove 1682
submit 4430 16573
top_k 7
remove 8293
submit 3090 35392
top_k 10
submit 4762 45311
remove 5484
submit 8651 3100
remove 8976
rank 9846
submit 4854 39981
remove 6750
remove 2611
submit 71 38096
remove 71
submit 5960 13774
submit 2783 41177
submit 953 45936
submit 3240 38841
submit 9985 5063
submit 4471 29522
submit 9805 14119
top_k 21
submit 7152 12729
rank 6292
top_k 39
rank 6107
submit 1298 38052
remove 2123
submit 1245 47365
rank 9141
submit 1063 42672
top_k 7
rank 5423
top_k 31
rank 5989
top_k 10
remove 5436
rank 9993
remove 8739
remove 7265
remove 1298
rank 3997
top_k 25
submit 2898 31373
submit 4951 26959
rank 3687
submit 9531 5023
remove 1481
submit 6456 14711
submit 808 28411
submit 8806 12067
top_k 46
rank 2517
submit 7802 47161
remove 5556
rank 5012
remove 7650
top_k 20
remove 2625
